priority,category,merchant,mall,city,rating,reviews,avg_price,branches,phone,website,opening_hours,lat,lng,reviews_text,price_mid_raw,price_mid,price_segment,pos_kw_count,neg_kw_count,sentiment_ratio,sentiment_label,top_pos_kw,top_neg_kw,mentions_delivery,geo_zone,bd_priority_score,tier,quadrant
High,Entertainment,Bolos Alley | بولوس آلي,رد سي مول,Jeddah,4.8,797,,12,056 710 8090,https://instagram.com/bolosalley,"السبت: 11:00 ص – 4:00 ص, الأحد: 11:00 ص – 4:00 ص, الاثنين: 11:00 ص – 4:00 ص, الثلاثاء: 11:00 ص – 4:00 ص, الأربعاء: 11:00 ص – 4:00 ص, الخميس: 11:00 ص – 4:00 ص, الجمعة: 5:00 م – 4:00 ص",21.754799,39.1208835,المكان جميل ولكن الأسعار مبالغ فيها بينما الساعه ب 50 ريال جدا كثيره ولكن نقدر نقول منافس ل بعض الأماكن وغير ذلك العطل و… | مكان جدا جميل كنت محتاره فين اروح مع صحباتي لكن بولوس انقذني مره حرفيا مكان اسطوري عندهم حرفيا كل الألعاب الجماعيه تنوع … | السلام عليكم ورحمة الله وبركاته الصراحه بعد اكثر من تجربة خصوصاً بعد التعديلات كامل الشكر Bolos Alley على المكان المميز …,,60.0,Mid,2,0,1.0,Positive,"جميل, تنوع",,False,South,79.78,Tier 1,⭐ Star
Medium,Entertainment,Lucky Roll,رد سي مول,Jeddah,4.2,775,,7,055 714 0077,https://linktr.ee/luckyrollksa,"السبت: 4:00 م – 4:00 ص, الأحد: 4:00 م – 4:00 ص, الاثنين: 4:00 م – 4:00 ص, الثلاثاء: 4:00 م – 4:00 ص, الأربعاء: 4:00 م – 4:00 ص, الخميس: 4:00 م – 4:00 ص, الجمعة: 4:00 م – 4:00 ص",21.6479563,39.1205692,المكان جميل جدًا ومرتب 🤍 فيه سوشي بار وبار للمشروبات والسناكس وجميعهم ممتازين كخدمة ومنتجات الميوزك والاجواء ككل كانت جد… | المحل جميل واجواءه رايقه والالعاب رهيبه والموظف زياد ساعدنا في البلياردو ساعدنا في طريقه اللعب الله يعطيه العافيه لكن عي… | كنت متخوفه من المكان بسبب التعليقات لكن كانت تجربتنا جيدة الحمدلله كل شي مرتب و التعامل لبق الاسعار مرتفعه 60 للشخص البو…,,60.0,Mid,2,0,1.0,Positive,"ممتاز, جميل",,False,South,65.96,Tier 2,⚠️ Risky
High,Entertainment,ENTER 10 BOWLING المساعدية,رد سي مول,Jeddah,4.3,4032,,11,055 055 2692,https://www.farisgroup.net/,"السبت: 7:00 ص – 5:00 ص, الأحد: 7:00 ص – 5:00 ص, الاثنين: 7:00 ص – 5:00 ص, الثلاثاء: 7:00 ص – 5:00 ص, الأربعاء: 7:00 ص – 5:00 ص, الخميس: 7:00 ص – 5:00 ص, الجمعة: 2:00 م – 5:00 ص",21.5355693,39.1771482,طلبت من الموظفه تشحنلي جوالي واضطريت اني اعطي الموظف محمد يشحنه مامرت دقيقه إلا اعطاني الجوال معليش يعني اسلوبو كان مو ك… | مكان جميل و يستحق الزياره استمتعنا فيه و الاجواء كانت روعه و اشكر جميل الموظفين على حسن تعاملهم و ب الاخص احمد عبدالرحمن… | مكتوب مفتوح على مدار الساعه جيت من مشوار مدته 34 دقيقه وبالنهايه يطلع مقفل؟ اتمنى تحطون اوقات كويسه وتستحون شويه …,,60.0,Mid,1,0,1.0,Positive,جميل,,False,South,79.01,Tier 1,⭐ Star
Medium,Entertainment,Bowling - Tahlia Mall,رد سي مول,Jeddah,4.0,153,,12,053 960 0057,,"السبت: 4:00 م – 12:00 ص, الأحد: 4:00 م – 12:00 ص, الاثنين: 4:00 م – 12:00 ص, الثلاثاء: 4:00 م – 12:00 ص, الأربعاء: 4:00 م – 12:00 ص, الخميس: 4:00 م – 12:00 ص, الجمعة: 4:00 م – 12:00 ص",21.5496746,39.1475728,"ممتع للاطفال الصغار ومعاك مشرفه طول وقت اللعب مرره انسانه رائعه وروحها حلوه اسمها ""حصه"" استمتعوا معاها الاطفال اللعبه ب٣… | ممكن لايك ومتابعه للاستمرار سعر الشخص 35 كبار و45 صغار للبولنق الاسعار مرتفعه بالنسبه لجوده البولنق ماحبيتها صغيره المسا… | إذا ودك تشتري راحت بالك تعال العب ولعب عيالك",,60.0,Mid,1,1,0.5,Mixed,رائع,صغير,False,South,55.34,Tier 2,❌ Weak
Medium,Entertainment,Enter10 Bowling -مركز انتر10 للبولينج,رد سي مول,Jeddah,4.4,142,,5,055 755 8485,https://farisgroup.net/,"السبت: 10:00 ص – 6:00 ص, الأحد: 10:00 ص – 6:00 ص, الاثنين: 10:00 ص – 6:00 ص, الثلاثاء: 10:00 ص – 6:00 ص, الأربعاء: 10:00 ص – 6:00 ص, الخميس: 10:00 ص – 6:00 ص, الجمعة: 10:00 ص – 6:00 ص",21.754533,39.1200456,زرت محل البولينق في أبحر مساء يوم السبت الساعة 12:30 بعد منتصف الليل (15 فبراير)، وللأسف كانت تجربتنا غير مرضية بسبب سوء… | أحب أشكر الموظف احمد اسامه على شغله داخل مركز إنتر 10 أسلوبه الراقي في التعامل مع الزوّار يخلق تجربة ممتعة ومريحة و محتر… | ماشاءالله تبارك الله المكان جميل مرة و تعامل الموظفين راقي و الترحيب الراقي من الموظف احمد اسامه اخلاق و تعامل معى الزبا…,,60.0,Mid,2,0,1.0,Positive,"جميل, مريح",,False,South,61.63,Tier 2,💎 Hidden Gem
Medium,Entertainment,BOB’S Famous,رد سي مول,Jeddah,3.9,458,,7,,,,21.5816574,39.13874939999999,"مكان العاب و بولنق ما شاء الله جدا بارد و اكلهم لذيذ اخذنا برقر دجاج كرسبي طعم و تتبيلته رائعة بنسبه للبولنق الجولة ب 85… | الصالة كبيرة وواسعة جداً فيها العديد من الألعاب بالأضافة الى لعبة البولينغ الأساسية مناسبة جداً للعائلة والاطفال لتمضية … | مكان جداً رائع ومميز ، أسعاره مناسبة ، انصح بتجربة ، الخدمة جداً راقية خاصتاً الموظف ""فارس"" اسلوبة جداً مميز ومتعاون للغ…",,60.0,Mid,3,1,0.75,Positive,"لذيذ, رائع, رائعة",بارد,False,South,54.77,Tier 2,⚠️ Risky
Low,Entertainment,العاب طوكيو,رد سي مول,Jeddah,3.9,155,,1,012 650 4000 ext. 155,,"السبت: 10:00 ص – 11:00 م, الأحد: 10:00 ص – 11:00 م, الاثنين: 10:00 ص – 11:00 م, الثلاثاء: 10:00 ص – 11:00 م, الأربعاء: 10:00 ص – 11:00 م, الخميس: 10:00 ص – 11:00 م, الجمعة: 3:00–11:00 م",21.627197,39.1113,اقسم بالله افضل موظف فيصل فهيد هلال الجهني اي واحد يبي شي يدور الموظف وربي ونعم ورجال طلبت منه يدور لي على رزدنت ايفل ود… | اشكر ابو مهند وفيصل بعد ما شريت الجهاز روق إكسبوكس علموني عليه ساعتين كامله معايا شكرا لكم | ألعاب طوكيو فرع رد سي مول من أفضل الأماكن لعشاق الألعاب 🎮! عندهم تشكيلة قوية من ألعاب بلايستيشن و ألعاب نينتندو (سويتش) …,,60.0,Mid,1,0,1.0,Positive,أفضل,,False,South,44.67,Tier 3,❌ Weak
Low,Entertainment,شاطئ الردسي,رد سي مول,Jeddah,2.9,51,,19,,https://rsb.alkamal.sa/ar/?utm_source=loy&utm_campaign=yeLnL,"السبت: 12:00–11:00 م, الأحد: 12:00–11:00 م, الاثنين: 12:00–11:00 م, الثلاثاء: 12:00–11:00 م, الأربعاء: 12:00–11:00 م, الخميس: 12:00–11:00 م, الجمعة: 12:00–11:00 م",21.5569446,39.1871847,الاسعار شوي عالية المفروض اللي معاه طفل اخر يعطون خصم المشكله اذا كان الاخر لا يلعب بس يرغب بالدخول مع اخوانه اما بخصوص … | شاطئ الردسي للألعاب من الأماكن الترفيهية اللي فعلاً تبهر الزائر… مساحة كبيرة وممتدة تعطيك حرية بالحركة وتجربة ألعاب متنو… | اللعبه هادى تسببت في قطع يد بنتى واخدت ٥ غرز ، اللعبه مكسوره ومافي مشرفات واقفه وماهم متعاونين و لا راضيين يفتحوا الكامي…,,60.0,Mid,0,0,0.5,Mixed,,,False,South,49.05,Tier 3,❌ Weak
Low,Entertainment,شاطئ الردسي,رد سي مول,Jeddah,3.1,92,,19,056 389 5430,,"السبت: 9:00 ص – 12:00 ص, الأحد: 9:00 ص – 12:00 ص, الاثنين: 9:00 ص – 12:00 ص, الثلاثاء: 9:00 ص – 12:00 ص, الأربعاء: 9:00 ص – 12:00 ص, الخميس: 9:00 ص – 12:00 ص, الجمعة: 1:00 م – 12:00 ص",21.7739461,39.1686919,مكان ممتاز للأطفال ونظيف وآمن وتعامل الموظفين رائع وأحب أشكر الموظفة (ود) على اهتمامها بالأطفال ولعبها معهم وتعاملها الج… | للأسف اسوى مكان ترفيهي يمر علي بسبب ما تعرضت له أنا وصغيرتي وهي من ذوي الاحتياجات الخاصة (لا تصبر وطيف التوحد) أثناء زيا… | مكان ملموم ومتنوع في الألعاب مسلي للأطفال وآمن فيه مساعدات طول الوقت مع الأطفال يراقبونهم ويساعدونهم وأسعاره ممتازه,,60.0,Mid,4,1,0.8,Positive,"رائع, ممتاز, نظيف",صغير,False,South,50.59,Tier 2,❌ Weak
Medium,Entertainment,شاطئ الردسي,رد سي مول,Jeddah,3.9,458,,19,,,,24.7735051,46.77613729999999,من الأماكن اللي أحرص أزورها شهريًا مع بناتي، شاطئ الردسي صار وجهة مفضلة لنا مرتين بالشهر على الأقل. المكان نظيف ومرتب بش… | لو فيه اقل من نجمه اعطيهم ، المكان مافيه امان للاطفال و المكان المرتفع ( المفترض فيه اشراف لانها مش زحليقه عاديه ) ابدا … | اسوء فرع على الاطلاق! مافي اهتمام للطفل ابداااا… يوم الخميس خليت طفلي عندهم ولما رجعت اخذه كان يبكي بحرررقة والادارة وال…,,60.0,Mid,1,0,1.0,Positive,نظيف,,False,North,65.44,Tier 2,⚠️ Risky
Low,Entertainment,شاطئ الرد سي,رد سي مول,Jeddah,3.1,300,,1,9200 27758 ext. 221,https://rsb.alkamal.sa/mABpNq,"السبت: 9:00 ص – 12:00 ص, الأحد: 9:00 ص – 12:00 ص, الاثنين: 9:00 ص – 12:00 ص, الثلاثاء: 9:00 ص – 12:00 ص, الأربعاء: 9:00 ص – 12:00 ص, الخميس: 9:00 ص – 1:00 ص, الجمعة: 1:00 م – 1:00 ص",26.3049164,50.1702382,محل ألعاب أطفال ترفيهي بامتياز ألعاب وبالوناتورمل وأغاني ورقص للأطفال فعاليات متنوعة جميلة يوجد مراقبات فلبينيات سيفتي و… | مره احب اودي ولدي قسم الظهران الشاطي الردسي الموظفات دلال وأروى والفلبينات جدا تعاملهم يجنن ومحترم ولطيفين جدا مع لاطفال… | المكان نظيف وطاقمه ممتاز ولكن !!الاسعار نار وكثير جدا جدا مقارنه ب اماكن اخرى في نفس مستوى المركز .. دورات مياه اطفال غي…,,60.0,Mid,5,0,1.0,Positive,"ممتاز, جميل, جميلة",,False,North,46.84,Tier 3,⚠️ Risky
Medium,Entertainment,شاطئ الردسي,رد سي مول,Jeddah,3.8,78,,19,9200 27758,https://rsb.alkamal.sa/ar/?utm_source=loy&utm_campaign=yeLnL,"السبت: 9:00 ص – 12:00 ص, الأحد: 9:00 ص – 12:00 ص, الاثنين: 9:00 ص – 12:00 ص, الثلاثاء: 9:00 ص – 12:00 ص, الأربعاء: 9:00 ص – 12:00 ص, الخميس: 9:00 ص – 1:00 ص, الجمعة: 1:00 م – 1:00 ص",26.3997415,50.1177678,شاطئ الريد سي ، مركز ترفيهي فرع العثيم مول ، المكان شرح ومستوى الامان عندهم وجودة الالعاب ممتازة ويستقبلون من عمر 4 شهور… | قبل ثلاث شهور تقريباً دخلت ولدي عمره اربع سنين بالفرع ذا وقلت للموظفه ب ادخل معاه مرافق وحاسبتني يوم شافت معاي ولدي عمره… | ماشاء الله مكان حلو ومنظم وممتع للاطفال جدا 😍😍❤️ واخص بالشكر الموظفة موزة حبوبة وتشتغل كل شي وتلعب مع الاطفال طوّل الوقت…,,60.0,Mid,3,0,1.0,Positive,"ممتاز, ممتازة, جودة",,False,North,66.8,Tier 2,❌ Weak
High,Entertainment,القرية المائية,رد سي مول,Jeddah,3.8,3806,,15,,,,21.5893158,39.1854559,المكان قديم جدآ ومتهالك زرتة قبل عشر سنوات ولازل نفس المشاكل والألعاب قديمه وأسعار مبالغ فيها مكان واحد فقط يقدم وجبات خ… | مكان جميل مسابحة كويسه مهيأه للأطفال فيه مطعم صغير يوفر البيتزا الذيذه وحاجات خفيفة ملحقاته نظيفه مسجد دورات مياه مواضىء… | من افضل الأماكن الي أولادي بينبسطوا فيها جدا وكل حاجة نظيفة ومتوفرة والأسعار جدا مناسبة وغير مبالغ فيها سواء اكل او شرب …,,60.0,Mid,4,2,0.67,Mixed,"لذيذ, جميل, نظيف","صغير, قديم",False,South,68.77,Tier 2,⚠️ Risky
High,Entertainment,سيان واتربارك,رد سي مول,Jeddah,4.1,6439,,15,,,,21.8128438,39.1122769,مكان جميل للاطفال اشكرهم على نظافة المكان المنقذين العاملين عند المسابح جدا حريصين الاشكالية الوحيدة الي واجهتها .. جهاز… | تجربتي في سيان ووتر جدة كانت سيئة جدا زرته انا وبناتي يوم الاربعاء المخصص للنساء فقط وصلنا الساعة خمسة تماما وتم رفض دخو… | وااااوووو وااااااوو المكان جدا مميز كبير وشرح وممتع جدا ونظيف 🤩🤩 الالعاب كثيره ومتنوعه فيه للكبار والصغار والاطفال 😍 فيه…,,60.0,Mid,3,1,0.75,Positive,"جميل, نظيف, تنوع",سيئة,False,South,72.41,Tier 2,⚠️ Risky
