priority,category,merchant,mall,city,rating,reviews,avg_price,branches,phone,website,opening_hours,lat,lng,reviews_text,price_mid_raw,price_mid,price_segment,pos_kw_count,neg_kw_count,sentiment_ratio,sentiment_label,top_pos_kw,top_neg_kw,mentions_delivery,geo_zone,bd_priority_score,tier,quadrant
Medium,Cafes,ملي كافيه | milli cafe,الراشد ميغا مول المدينة المنورة,Medina,4.6,94,,16,054 925 0991,https://linktr.ee/mili_cafe,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: نعمل على مدار 24 ساعة",24.4686477,39.5469587,صراحة مِلي كافيه فاجأني بجماله! السبانيش لاتيه كان مضبوط على الآخر، ناعم ولذيذ، وكيكة التيراميسو شيء ثاني… خفيفة وتذوب ف… | من افضل الكافيهات الي في المدينة من حيث الهدوء والجودة والسعر والحلا مره لذيذ وسندوشت الدجاج خياال على ضمانتي وكمان جربت… | بصراحة الخدمة ممتازه والقهوة والحلا ولاغلطة واجواء المباريات حماسية الله يعطيكم العافية,,60.0,Mid,3,0,1.0,Positive,"لذيذ, ممتاز, جودة",,False,South,71.3,Tier 2,💎 Hidden Gem
Low,Cafes,بليلة السحس,الراشد ميغا مول المدينة المنورة,Medina,4.7,12,,1,059 901 9931,,"السبت: 7:30 م – 3:00 ص, الأحد: 7:30 م – 3:00 ص, الاثنين: 7:30 م – 3:00 ص, الثلاثاء: 7:30 م – 3:00 ص, الأربعاء: 7:30 م – 3:00 ص, الخميس: 7:30 م – 3:00 ص, الجمعة: 7:30 م – 3:00 ص",24.4887141,39.6480053,افخم بطاطس فيكي ي مدينه عند الراشد مول شغل نظيف ومرتب الله يباركلهم يارب وعليه صوصات جبارة انصحكم فيه 🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻 | اطعم بطاطس جربتها فرمضان من جد تستاهل التجربه 🍟🍟🍟 | اطعم بسطة فالتاريخ شيي من الاخر لذة ونضافه,,60.0,Mid,1,0,1.0,Positive,نظيف,,False,South,44.33,Tier 3,💎 Hidden Gem
Medium,Cafes,أرابيسك,الراشد ميغا مول المدينة المنورة,Medina,3.9,350,,24,,https://www.shazahotels.com/ar/our-hotels/shaza-al-madina/dining/arabesque/,"السبت: 6:00 ص – 11:00 م, الأحد: 6:00 ص – 11:00 م, الاثنين: 6:00 ص – 11:00 م, الثلاثاء: 6:00 ص – 11:00 م, الأربعاء: 6:00 ص – 11:00 م, الخميس: 6:00 ص – 11:00 م, الجمعة: 6:00 ص – 11:00 م",24.4723844,39.6116222,المكان حلو والاكلات اغلب الاصناف حلوه اصناف قليله مااعجبتني هادي ومريح بس صوت الصحون والملاعق يزعجك شوي السعر غالي شوي م… | لايحتاج تعليق او تفصيل شغل جبار ولذيذ جدا اشكر الأخ محمد عبدالجبار | افطار جميل و صباح أجمل في مكان راقي و طعام افطار بذوق سياحي مترف ( بوفيه مفتوح متنوع )🇰🇼🌹,,60.0,Mid,4,1,0.8,Positive,"لذيذ, جميل, مريح",غالي,False,South,67.18,Tier 2,❌ Weak
Low,Cafes,سنجل,الراشد ميغا مول المدينة المنورة,Medina,4.3,158,,1,,,,24.4349218,39.6786559,التغيير في المكان مره حلو وراايق وماتشتهم تفوووووز اطعم ماتشا موزونه ولذيذه في المدينه، واللي يشتغلو لطيفين جدًا وبشوشين… | المكان جميل يستاهل التجربه و تعامل الموظفة منال جميل | من أحلى الكافيهات بالنسبه ليا من سنين جودة وتعامل وكل شيء دايما جميل وكان من أكثر الكافيهات الي يزبطو البانوفي لكن بعد ا…,,60.0,Mid,4,0,1.0,Positive,"لذيذ, جميل, جودة",,False,South,46.89,Tier 3,💎 Hidden Gem
High,Cafes,موزون,الراشد ميغا مول المدينة المنورة,Medina,4.5,827,,12,050 132 0124,https://instagram.com/mwzoon.sa?igshid=YmMyMTA2M2Y=,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: نعمل على مدار 24 ساعة",24.4535055,39.5175376,موزون ومن مايعرف موزون 🙂‍↔️♥️. طلبنا كان كركدية و ايس دريب 😮‍💨. ضروري ارجع اجرب الحلى عندهم 🐻 المكان جميل طعم القهوه لذي… | ما شاء الله تبارك الرحمن قهوه عالميه و تعامل و اخلاق ممتازه اتمنى يستمرون على هاذا الشي نذكر موزون ب البدايه و كيف وصله … | احب جوهم ومكان راااايق جدا صح انو صغير ومافيه جلسات كثيره للعوائل بس حلو وهو هادي القهوه كانت لذيذه اما الماتشا عاديه ال…,,60.0,Mid,3,1,0.75,Positive,"لذيذ, ممتاز, جميل",صغير,False,South,74.85,Tier 2,⭐ Star
High,Fast Food,البيك,الراشد ميغا مول المدينة المنورة,Medina,4.4,49005,20–40 SAR,46,,,,24.4638988,39.616145,فرع وما فيها العروض ؟ تروح الظهر مافي العصر مافيه المغرب مافيه الليل مافيه متى يكون موجود؟ وش فرقت عن المحلات الصغيره ال… | مطعم مميز بخصوص الخدمه مميزه وجبات المسحب والبروست والجمبري لديهم ممتاز يفضل الاكل وهو ساخن يعتبر من افضل مطاعم المنطقة | فرع كبير جداً والخدمة سرييعة مع انه كان في دور طويل الا انه لم يستغرق الامر اكثر من 20 دقيقة,30.0,30.0,Budget,1,1,0.5,Mixed,ممتاز,صغير,False,South,74.19,Tier 2,⭐ Star
High,Fast Food,هارديز,الراشد ميغا مول المدينة المنورة,Medina,4.6,387,40–80 SAR,4,9200 01213,https://www.hardees.sa/ar/home,"السبت: 10:00 ص – 1:00 ص, الأحد: 10:00 ص – 1:00 ص, الاثنين: 10:00 ص – 1:00 ص, الثلاثاء: 10:00 ص – 1:00 ص, الأربعاء: 10:00 ص – 1:00 ص, الخميس: 10:00 ص – 1:00 ص, الجمعة: 1:00 م – 1:00 ص",24.4875625,39.6485625,مطعم هارديز من المطاعم المميزه اخذت من عندهم برقر مشروم اند سويس قمة اللذاذه 😜😜😜 | حقيقة تجربه جميله جدا سنتافيه جدا لذيذ وتعامل جدا جميل من سعيد❤️✅ | الصراحه سبب اني اقيم في قوقل هو الكاشير محمد النخلي حاب اشكره على حسن استقباله وكلامه وسلومه اللي مره محترم مع الزباين ا…,60.0,60.0,Mid,2,0,1.0,Positive,"لذيذ, جميل",,False,South,68.48,Tier 2,💎 Hidden Gem
Medium,Fast Food,هرفي,الراشد ميغا مول المدينة المنورة,Medina,3.6,715,40–80 SAR,5,9200 01111,http://www.herfy.com/,"السبت: 9:00 ص – 1:00 ص, الأحد: 9:00 ص – 1:00 ص, الاثنين: 9:00 ص – 1:00 ص, الثلاثاء: 9:00 ص – 1:00 ص, الأربعاء: 9:00 ص – 1:00 ص, الخميس: 9:00 ص – 2:00 ص, الجمعة: 12:00 م – 2:00 ص",24.4883125,39.6490625,أحب أشكر الموظف عبدالله على تعامله الراقي وأسلوبه الجميل مع العملاء قدم خدمة ممتازة وكان متعاون جداً مثل هذه الخدمة تعكس… | ياخي الموظف اصيل عظييمم عظيممم مافي زيوو اقسم بالله الله يسعدو و يرزقو يارب دايماااا اخلاقو حلوه و لطيففف جدا الله ويقدم… | في موظف اسمه عبدالله محترم ومجتهد ويخليك تحب ترجع للمطعم مرة ثانية بسبب أسلوبه اللطيف. شكراً لك على خدمتك المميزة,60.0,60.0,Mid,4,0,1.0,Positive,"ممتاز, ممتازة, جميل",,False,South,60.75,Tier 2,⚠️ Risky
Low,Fast Food,Kudu - Al Rashid Mega Mall,الراشد ميغا مول المدينة المنورة,Medina,2.4,111,40–80 SAR,1,9200 06999,https://www.kudu.com.sa/,"السبت: 9:00 ص – 1:00 ص, الأحد: 9:00 ص – 1:00 ص, الاثنين: 9:00 ص – 1:00 ص, الثلاثاء: 9:00 ص – 1:00 ص, الأربعاء: 9:00 ص – 1:00 ص, الخميس: 9:00 ص – 1:00 ص, الجمعة: 9:00 ص – 1:00 ص",24.4879908,39.6485576,اخذت وجبه اليوم على ١٠ ونص او ١١ وكان لي اكثر من كم سنه مااكلت من كودو بس فيه ولد سعودي ساعدني بالوجبه ومحترم وشاطر وخلو… | موظف اجنبي يرفع صوتة ويصرخ على ولد ويقوله يعنى انت مجنون ولا انا مجنون والولد يطلبه وجبه زيادة وكمان انا بعده يصرخ واقول… | من الاقل جودة في فروع كودو في المدينة لانصح بذوق كودو من هذا الفرع دائما مطاعم المولات المفروض تكون الافضل الا في المدين…,60.0,60.0,Mid,1,0,1.0,Positive,جودة,,False,South,41.76,Tier 3,❌ Weak
Medium,Fast Food,صب واي,الراشد ميغا مول المدينة المنورة,Medina,3.6,301,40–80 SAR,2,,https://www.subway.com/ar-SA/,"السبت: 9:30 ص – 12:30 ص, الأحد: 9:30 ص – 12:30 ص, الاثنين: 9:30 ص – 12:30 ص, الثلاثاء: 9:30 ص – 12:30 ص, الأربعاء: 9:30 ص – 12:30 ص, الخميس: 9:30 ص – 12:30 ص, الجمعة: 1:00 م – 1:00 ص",24.487494,39.649177,طلبت ساندويتش بالخبز صامولي عادي اللي سماه بالصَّبْ🙂☝🏻، وبعدين طلبت عامل أن يحط مكونات بالتونة والخس والخيار والذرة😌☝🏻، … | طلبت عن طريق جاهز بوكس ساندويتشات وجاتني بدون نكهة وخضار والحشوة جداً قليلة ! الساندويتشات جداً صغيره | سي جدا وصلني بارد ومن غير قطع الدجاج وكأنه بايت الاكل ومختلف تماما عن الصورة,60.0,60.0,Mid,0,2,0.0,Negative,,"بارد, صغير",False,South,48.22,Tier 3,❌ Weak
Low,Fast Food,بسطة الروشن (أهل أول),الراشد ميغا مول المدينة المنورة,Medina,5.0,2,,1,,,,24.4884868,39.648247,بسطة الروشن أهل أول كل الحب لمروان الروشن 🤍 بطاطس تفتح النفس، والبليلة بطعم زمان 👌 غير الذوق والأخلاق في التعامل، هو وال… | افضل بسطة فالمدينه 😍👌🏼,,60.0,Mid,0,0,0.5,Mixed,,,False,South,35.66,Tier 3,💎 Hidden Gem
High,Fast Food,ستاربكس,الراشد ميغا مول المدينة المنورة,Medina,4.6,513,40–80 SAR,5,012 835 8364,https://locations.starbucks.sa/directory/medina/al-rashid-mega-mall?utm_source=GMB&utm_medium=Yext&y_source=1_MTU0ODE0MDktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"السبت: 9:00 ص – 12:00 ص, الأحد: 9:00 ص – 12:00 ص, الاثنين: 9:00 ص – 12:00 ص, الثلاثاء: 9:00 ص – 12:00 ص, الأربعاء: 9:00 ص – 12:00 ص, الخميس: 9:00 ص – 12:00 ص, الجمعة: 3:00 م – 12:30 ص",24.487538,39.6491743,كل الشكر والتقدير للموظفين ديمه ورياض على تعاملهم الراقي واحترافيتهم العالية. كانوا مثالاً للذوق والاهتمام بالتفاصيل وتع… | مرررهه لذذذيذذ مشروبهم القديم نصحتني فيه الموظفة ديما وما اقتنعت بالبداية لين آخر شي اقنعتني وطلع مرررهه بطل والأجواء را… | الموظفة تجنننننن اسمها ديماا عسسلل اسلوبها كان محترم وجميل جداً لو عندي اكثر من 5 نجوم اعطيتها ماشاءالله,60.0,60.0,Mid,2,1,0.67,Mixed,"جميل, احترافي",قديم,False,South,65.2,Tier 2,💎 Hidden Gem
Medium,Fast Food,Sparky's | سباركيز,الراشد ميغا مول المدينة المنورة,Medina,4.5,543,,1,,https://sa.sparkysme.com/,"السبت: 10:00 ص – 11:30 م, الأحد: 10:00 ص – 11:00 م, الاثنين: 10:00 ص – 11:00 م, الثلاثاء: 10:00 ص – 11:00 م, الأربعاء: 10:00 ص – 11:00 م, الخميس: 10:00 ص – 12:30 ص, الجمعة: 2:00 م – 12:30 ص",24.487743,39.649715,افضل فرع سباركيز في المملكه … مافيه لعبه ماعليها احد .. والبنات نشيطات و متفاعلات كلهم .. الله يوفقهم … والاستقبال يشرحو… | يقع داخل الراشد ميغا مول فرع سباركيز مغلق ومكيف، مناسب للعائلات والأطفال من مختلف الأعمار اشيد بسرعة الحجز و تنوع الالعا… | معظم الألعاب تسحب رصيد وماتشتغل لدرجة إن الكرت انتهى في دقايق وهو مشحون بأكثر من ٣٥٠ ريال. بلغت الأخت في الاستقبال وتأكد…,,60.0,Mid,1,0,1.0,Positive,تنوع,,False,South,60.14,Tier 2,⭐ Star
